name,crate,tag
loop,nu-command,0.73.0
lowercase,nu-command,0.73.0
ls,nu-command,0.73.0
ls,nu-parser,0.73.0
ls-df,nu-command,0.73.0
math,nu-command,0.73.0
math abs,nu-command,0.73.0
math arccos,nu-command,0.73.0
math arccosh,nu-command,0.73.0
math arcsin,nu-command,0.73.0
math arcsinh,nu-command,0.73.0
math arctan,nu-command,0.73.0
math arctanh,nu-command,0.73.0
math avg,nu-command,0.73.0
math ceil,nu-command,0.73.0
math cos,nu-command,0.73.0
math cosh,nu-command,0.73.0
math e,nu-command,0.73.0
math eval,nu-command,0.73.0
math floor,nu-command,0.73.0
math ln,nu-command,0.73.0
math log,nu-command,0.73.0
math max,nu-command,0.73.0
math median,nu-command,0.73.0
math min,nu-command,0.73.0
math mode,nu-command,0.73.0
math pi,nu-command,0.73.0
math product,nu-command,0.73.0
math round,nu-command,0.73.0
math sin,nu-command,0.73.0
math sinh,nu-command,0.73.0
math sqrt,nu-command,0.73.0
math stddev,nu-command,0.73.0
math sum,nu-command,0.73.0
math tan,nu-command,0.73.0
math tanh,nu-command,0.73.0
math tau,nu-command,0.73.0
math variance,nu-command,0.73.0
max,nu-command,0.73.0
max,nu-command,0.73.0
md5,nu-command,0.73.0
mean,nu-command,0.73.0
mean,nu-command,0.73.0
median,nu-command,0.73.0
median,nu-command,0.73.0
melt,nu-command,0.73.0
merge,nu-command,0.73.0
metadata,nu-command,0.73.0
min,nu-parser,0.73.0
min,nu-command,0.73.0
min,nu-command,0.73.0
mkdir,nu-command,0.73.0
module,nu-command,0.73.0
move,nu-command,0.73.0
msgpack,nu-plugin,0.73.0
mut,nu-command,0.73.0
mv,nu-command,0.73.0
n,nu-command,0.73.0
n-unique,nu-command,0.73.0
n-unique,nu-command,0.73.0
nu-check,nu-command,0.73.0
nu-highlight,nu-cli,0.73.0
open,nu-command,0.73.0
open-df,nu-command,0.73.0
otherwise,nu-command,0.73.0
overlay,nu-command,0.73.0
overlay hide,nu-command,0.73.0
overlay list,nu-command,0.73.0
overlay new,nu-command,0.73.0
overlay use,nu-command,0.73.0
p,nu-command,0.73.0
par-each,nu-command,0.73.0
parse,nu-command,0.73.0
path,nu-command,0.73.0
path basename,nu-command,0.73.0
path dirname,nu-command,0.73.0
path exists,nu-command,0.73.0
path expand,nu-command,0.73.0
path join,nu-command,0.73.0
path parse,nu-command,0.73.0
path relative-to,nu-command,0.73.0
path split,nu-command,0.73.0
path type,nu-command,0.73.0
port,nu-command,0.73.0
post,nu-command,0.73.0
prepend,nu-command,0.73.0
print,nu-cli,0.73.0
ps,nu-command,0.73.0
quantile,nu-command,0.73.0
quantile,nu-command,0.73.0
query db,nu-command,0.73.0
query df,nu-command,0.73.0
random,nu-command,0.73.0
random bool,nu-command,0.73.0
random chars,nu-command,0.73.0
random decimal,nu-command,0.73.0
random dice,nu-command,0.73.0
random integer,nu-command,0.73.0
random uuid,nu-command,0.73.0
range,nu-command,0.73.0
reduce,nu-command,0.73.0
register,nu-command,0.73.0
registry query,nu-command,0.73.0
reject,nu-command,0.73.0
rename,nu-command,0.73.0
rename,nu-command,0.73.0
replace,nu-command,0.73.0
replace-all,nu-command,0.73.0
return,nu-command,0.73.0
reverse,nu-command,0.73.0
reverse,nu-command,0.73.0
rm,nu-command,0.73.0
roll,nu-command,0.73.0
roll down,nu-command,0.73.0
roll left,nu-command,0.73.0
roll right,nu-command,0.73.0
roll up,nu-command,0.73.0
rolling,nu-command,0.73.0
rotate,nu-command,0.73.0
run-external,nu-command,0.73.0
sample,nu-command,0.73.0
save,nu-command,0.73.0
schema,nu-command,0.73.0
select,nu-command,0.73.0
select,nu-command,0.73.0
seq,nu-command,0.73.0
seq char,nu-command,0.73.0
seq date,nu-command,0.73.0
set,nu-command,0.73.0
set-with-idx,nu-command,0.73.0
sha256,nu-command,0.73.0
shape,nu-command,0.73.0
shells,nu-command,0.73.0
shift,nu-command,0.73.0
shuffle,nu-command,0.73.0
size,nu-command,0.73.0
skip,nu-command,0.73.0
skip until,nu-command,0.73.0
skip while,nu-command,0.73.0
sleep,nu-command,0.73.0
slice,nu-command,0.73.0
sort,nu-command,0.73.0
sort-by,nu-command,0.73.0
sort-by,nu-command,0.73.0
source,nu-command,0.73.0
source-env,nu-command,0.73.0
split,nu-command,0.73.0
split chars,nu-command,0.73.0
split column,nu-command,0.73.0
split list,nu-command,0.73.0
split row,nu-command,0.73.0
split words,nu-command,0.73.0
split-by,nu-command,0.73.0
std,nu-command,0.73.0
std,nu-command,0.73.0
str,nu-command,0.73.0
str camel-case,nu-command,0.73.0
str capitalize,nu-command,0.73.0
str collect,nu-command,0.73.0
str contains,nu-command,0.73.0
str distance,nu-command,0.73.0
str downcase,nu-command,0.73.0
str ends-with,nu-command,0.73.0
str find-replace,nu-command,0.73.0
str index-of,nu-command,0.73.0
str join,nu-command,0.73.0
str kebab-case,nu-command,0.73.0
str length,nu-command,0.73.0
str lpad,nu-command,0.73.0
str pascal-case,nu-command,0.73.0
str replace,nu-command,0.73.0
str reverse,nu-command,0.73.0
str rpad,nu-command,0.73.0
str screaming-snake-case,nu-command,0.73.0
str snake-case,nu-command,0.73.0
str starts-with,nu-command,0.73.0
str substring,nu-command,0.73.0
str title-case,nu-command,0.73.0
str to-datetime,nu-command,0.73.0
str to-decimal,nu-command,0.73.0
str to-int,nu-command,0.73.0
str trim,nu-command,0.73.0
str upcase,nu-command,0.73.0
str-lengths,nu-command,0.73.0
str-slice,nu-command,0.73.0
strftime,nu-command,0.73.0
sum,nu-command,0.73.0
sum,nu-command,0.73.0
summary,nu-command,0.73.0
sys,nu-command,0.73.0
table,nu-command,0.73.0
take,nu-command,0.73.0
take,nu-command,0.73.0
take until,nu-command,0.73.0
take while,nu-command,0.73.0
term size,nu-command,0.73.0
to,nu-command,0.73.0
to arrow,nu-command,0.73.0
to csv,nu-command,0.73.0
to csv,nu-command,0.73.0
to html,nu-command,0.73.0
to json,nu-command,0.73.0
to md,nu-command,0.73.0
to nuon,nu-command,0.73.0
to parquet,nu-command,0.73.0
to text,nu-command,0.73.0
to toml,nu-command,0.73.0
to tsv,nu-command,0.73.0
to url,nu-command,0.73.0
to xml,nu-command,0.73.0
to yaml,nu-command,0.73.0
to-custom,nu-parser,0.73.0
touch,nu-command,0.73.0
transpose,nu-command,0.73.0
try,nu-command,0.73.0
tutor,nu-command,0.73.0
uniq,nu-command,0.73.0
uniq-by,nu-command,0.73.0
unique,nu-command,0.73.0
update,nu-command,0.73.0
update cells,nu-command,0.73.0
uppercase,nu-command,0.73.0
upsert,nu-command,0.73.0
url,nu-command,0.73.0
url parse,nu-command,0.73.0
use,nu-command,0.73.0
value-counts,nu-command,0.73.0
var,nu-command,0.73.0
var,nu-command,0.73.0
version,nu-command,0.73.0
view-source,nu-command,0.73.0
watch,nu-command,0.73.0
when,nu-command,0.73.0
where,nu-command,0.73.0
which,nu-command,0.73.0
while,nu-command,0.73.0
window,nu-command,0.73.0
with-column,nu-command,0.73.0
with-column,nu-parser,0.73.0
with-env,nu-command,0.73.0
wrap,nu-command,0.73.0
zip,nu-command,0.73.0
agg,nu-command,0.74.0
agg,nu-parser,0.74.0
agg-groups,nu-command,0.74.0
alias,nu-command,0.74.0
all,nu-command,0.74.0
all-false,nu-command,0.74.0
all-true,nu-command,0.74.0
ansi,nu-command,0.74.0
ansi gradient,nu-command,0.74.0
ansi strip,nu-command,0.74.0
any,nu-command,0.74.0
append,nu-command,0.74.0
append,nu-command,0.74.0
arg-max,nu-command,0.74.0
arg-min,nu-command,0.74.0
arg-sort,nu-command,0.74.0
arg-true,nu-command,0.74.0
arg-unique,nu-command,0.74.0
arg-where,nu-command,0.74.0
as,nu-command,0.74.0
as-date,nu-command,0.74.0
as-datetime,nu-command,0.74.0
ast,nu-command,0.74.0
benchmark,nu-command,0.74.0
bits,nu-command,0.74.0
bits and,nu-command,0.74.0
bits not,nu-command,0.74.0
bits or,nu-command,0.74.0
bits rol,nu-command,0.74.0
bits ror,nu-command,0.74.0
bits shl,nu-command,0.74.0
bits shr,nu-command,0.74.0
bits xor,nu-command,0.74.0
break,nu-command,0.74.0
bytes,nu-command,0.74.0
bytes add,nu-command,0.74.0
bytes at,nu-command,0.74.0
bytes build,nu-command,0.74.0
bytes collect,nu-command,0.74.0
bytes ends-with,nu-command,0.74.0
bytes index-of,nu-command,0.74.0
bytes length,nu-command,0.74.0
bytes remove,nu-command,0.74.0
bytes replace,nu-command,0.74.0
bytes reverse,nu-command,0.74.0
bytes starts-with,nu-command,0.74.0
cache,nu-command,0.74.0
cal,nu-command,0.74.0
cd,nu-command,0.74.0
char,nu-command,0.74.0
clear,nu-command,0.74.0
col,nu-command,0.74.0
collect,nu-command,0.74.0
collect,nu-command,0.74.0
collect,nu-parser,0.74.0
columns,nu-command,0.74.0
columns,nu-command,0.74.0
commandline,nu-command,0.74.0
compact,nu-command,0.74.0
complete,nu-command,0.74.0
concat-str,nu-command,0.74.0
concatenate,nu-command,0.74.0
config,nu-command,0.74.0
config env,nu-command,0.74.0
config nu,nu-command,0.74.0
config reset,nu-command,0.74.0
const,nu-command,0.74.0
contains,nu-command,0.74.0
continue,nu-command,0.74.0
count,nu-command,0.74.0
count-null,nu-command,0.74.0
cp,nu-command,0.74.0
cumulative,nu-command,0.74.0
date,nu-command,0.74.0
date format,nu-command,0.74.0
date humanize,nu-command,0.74.0
date list-timezone,nu-command,0.74.0
date now,nu-command,0.74.0
date to-record,nu-command,0.74.0
date to-table,nu-command,0.74.0
date to-timezone,nu-command,0.74.0
debug,nu-command,0.74.0
decode,nu-command,0.74.0
decode base64,nu-command,0.74.0
def,nu-command,0.74.0
def-env,nu-command,0.74.0
default,nu-command,0.74.0
describe,nu-command,0.74.0
detect columns,nu-command,0.74.0
df-not,nu-command,0.74.0
do,nu-command,0.74.0
drop,nu-command,0.74.0
drop,nu-command,0.74.0
drop column,nu-command,0.74.0
drop nth,nu-command,0.74.0
drop-duplicates,nu-command,0.74.0
drop-nulls,nu-command,0.74.0
dtypes,nu-command,0.74.0
du,nu-command,0.74.0
dummies,nu-command,0.74.0
each,nu-command,0.74.0
each while,nu-command,0.74.0
echo,nu-command,0.74.0
encode,nu-command,0.74.0
encode base64,nu-command,0.74.0
enter,nu-command,0.74.0
env,nu-command,0.74.0
error make,nu-command,0.74.0
every,nu-command,0.74.0
exec,nu-command,0.74.0
exit,nu-command,0.74.0
explode,nu-command,0.74.0
explore,nu-command,0.74.0
export,nu-command,0.74.0
export alias,nu-command,0.74.0
export def,nu-command,0.74.0
export def-env,nu-command,0.74.0
export extern,nu-command,0.74.0
export use,nu-command,0.74.0
export-env,nu-command,0.74.0
expr-not,nu-command,0.74.0
extern,nu-command,0.74.0
fetch,nu-command,0.74.0
fetch,nu-command,0.74.0
fill-nan,nu-command,0.74.0
fill-null,nu-command,0.74.0
filter,nu-command,0.74.0
filter,nu-command,0.74.0
filter-with,nu-command,0.74.0
find,nu-command,0.74.0
first,nu-command,0.74.0
first,nu-command,0.74.0
first,nu-command,0.74.0
flatten,nu-command,0.74.0
flatten,nu-command,0.74.0
fmt,nu-command,0.74.0
for,nu-command,0.74.0
format,nu-command,0.74.0
format filesize,nu-command,0.74.0
from,nu-command,0.74.0
from csv,nu-command,0.74.0
from eml,nu-command,0.74.0
from ics,nu-command,0.74.0
from ini,nu-command,0.74.0
from json,nu-command,0.74.0
from nuon,nu-command,0.74.0
from ods,nu-command,0.74.0
from ssv,nu-command,0.74.0
from toml,nu-command,0.74.0
from tsv,nu-command,0.74.0
from url,nu-command,0.74.0
from vcf,nu-command,0.74.0
from xlsx,nu-command,0.74.0
from xml,nu-command,0.74.0
from yaml,nu-command,0.74.0
from yml,nu-command,0.74.0
g,nu-command,0.74.0
get,nu-command,0.74.0
get,nu-command,0.74.0
get-day,nu-command,0.74.0
get-hour,nu-command,0.74.0
get-minute,nu-command,0.74.0
get-month,nu-command,0.74.0
get-nanosecond,nu-command,0.74.0
get-ordinal,nu-command,0.74.0
get-second,nu-command,0.74.0
get-week,nu-command,0.74.0
get-weekday,nu-command,0.74.0
get-year,nu-command,0.74.0
glob,nu-command,0.74.0
grid,nu-command,0.74.0
group,nu-command,0.74.0
group-by,nu-command,0.74.0
group-by,nu-command,0.74.0
group-by,nu-parser,0.74.0
group-by,nu-parser,0.74.0
hash,nu-command,0.74.0
hash base64,nu-command,0.74.0
headers,nu-command,0.74.0
help,nu-command,0.74.0
help aliases,nu-command,0.74.0
help commands,nu-command,0.74.0
help modules,nu-command,0.74.0
help operators,nu-command,0.74.0
hide,nu-command,0.74.0
hide-env,nu-command,0.74.0
histogram,nu-command,0.74.0
history,nu-command,0.74.0
history session,nu-command,0.74.0
if,nu-command,0.74.0
if,nu-parser,0.74.0
ignore,nu-command,0.74.0
input,nu-command,0.74.0
insert,nu-command,0.74.0
into,nu-command,0.74.0
into binary,nu-command,0.74.0
into bool,nu-command,0.74.0
into datetime,nu-command,0.74.0
into decimal,nu-command,0.74.0
into df,nu-command,0.74.0
into duration,nu-command,0.74.0
into filesize,nu-command,0.74.0
into int,nu-command,0.74.0
into lazy,nu-command,0.74.0
into nu,nu-command,0.74.0
into nu,nu-command,0.74.0
into record,nu-command,0.74.0
into sqlite,nu-command,0.74.0
into string,nu-command,0.74.0
is-admin,nu-command,0.74.0
is-duplicated,nu-command,0.74.0
is-empty,nu-command,0.74.0
is-in,nu-command,0.74.0
is-in,nu-command,0.74.0
is-not-null,nu-command,0.74.0
is-not-null,nu-command,0.74.0
is-null,nu-command,0.74.0
is-null,nu-command,0.74.0
is-unique,nu-command,0.74.0
join,nu-command,0.74.0
json,nu-plugin,0.74.0
keybindings,nu-command,0.74.0
keybindings default,nu-command,0.74.0
keybindings list,nu-command,0.74.0
keybindings listen,nu-command,0.74.0
kill,nu-command,0.74.0
last,nu-command,0.74.0
last,nu-command,0.74.0
last,nu-command,0.74.0
length,nu-command,0.74.0
let,nu-command,0.74.0
let,nu-parser,0.74.0
let-env,nu-command,0.74.0
lines,nu-command,0.74.0
list,nu-command,0.74.0
lit,nu-command,0.74.0
load-env,nu-command,0.74.0
loop,nu-command,0.74.0
lowercase,nu-command,0.74.0
ls,nu-command,0.74.0
ls,nu-parser,0.74.0
ls-df,nu-command,0.74.0
math,nu-command,0.74.0
math abs,nu-command,0.74.0
math arccos,nu-command,0.74.0
math arccosh,nu-command,0.74.0
math arcsin,nu-command,0.74.0
math arcsinh,nu-command,0.74.0
math arctan,nu-command,0.74.0
math arctanh,nu-command,0.74.0
math avg,nu-command,0.74.0
math ceil,nu-command,0.74.0
math cos,nu-command,0.74.0
math cosh,nu-command,0.74.0
math e,nu-command,0.74.0
math eval,nu-command,0.74.0
math floor,nu-command,0.74.0
math ln,nu-command,0.74.0
math log,nu-command,0.74.0
math max,nu-command,0.74.0
math median,nu-command,0.74.0
math min,nu-command,0.74.0
math mode,nu-command,0.74.0
math pi,nu-command,0.74.0
math product,nu-command,0.74.0
math round,nu-command,0.74.0
math sin,nu-command,0.74.0
math sinh,nu-command,0.74.0
math sqrt,nu-command,0.74.0
math stddev,nu-command,0.74.0
math sum,nu-command,0.74.0
math tan,nu-command,0.74.0
math tanh,nu-command,0.74.0
math tau,nu-command,0.74.0
math variance,nu-command,0.74.0
max,nu-command,0.74.0
max,nu-command,0.74.0
md5,nu-command,0.74.0
mean,nu-command,0.74.0
mean,nu-command,0.74.0
median,nu-command,0.74.0
median,nu-command,0.74.0
melt,nu-command,0.74.0
merge,nu-command,0.74.0
metadata,nu-command,0.74.0
min,nu-parser,0.74.0
min,nu-command,0.74.0
min,nu-command,0.74.0
mkdir,nu-command,0.74.0
module,nu-command,0.74.0
move,nu-command,0.74.0
msgpack,nu-plugin,0.74.0
mut,nu-command,0.74.0
mv,nu-command,0.74.0
n,nu-command,0.74.0
n-unique,nu-command,0.74.0
n-unique,nu-command,0.74.0
nu-check,nu-command,0.74.0
nu-highlight,nu-cli,0.74.0
open,nu-command,0.74.0
open-df,nu-command,0.74.0
otherwise,nu-command,0.74.0
overlay,nu-command,0.74.0
overlay hide,nu-command,0.74.0
overlay list,nu-command,0.74.0
overlay new,nu-command,0.74.0
overlay use,nu-command,0.74.0
p,nu-command,0.74.0
par-each,nu-command,0.74.0
parse,nu-command,0.74.0
path,nu-command,0.74.0
path basename,nu-command,0.74.0
path dirname,nu-command,0.74.0
path exists,nu-command,0.74.0
path expand,nu-command,0.74.0
path join,nu-command,0.74.0
path parse,nu-command,0.74.0
path relative-to,nu-command,0.74.0
path split,nu-command,0.74.0
path type,nu-command,0.74.0
port,nu-command,0.74.0
post,nu-command,0.74.0
prepend,nu-command,0.74.0
print,nu-cli,0.74.0
ps,nu-command,0.74.0
quantile,nu-command,0.74.0
quantile,nu-command,0.74.0
query db,nu-command,0.74.0
query df,nu-command,0.74.0
random,nu-command,0.74.0
random bool,nu-command,0.74.0
random chars,nu-command,0.74.0
random decimal,nu-command,0.74.0
random dice,nu-command,0.74.0
random integer,nu-command,0.74.0
random uuid,nu-command,0.74.0
range,nu-command,0.74.0
reduce,nu-command,0.74.0
register,nu-command,0.74.0
registry query,nu-command,0.74.0
reject,nu-command,0.74.0
rename,nu-command,0.74.0
rename,nu-command,0.74.0
replace,nu-command,0.74.0
replace-all,nu-command,0.74.0
return,nu-command,0.74.0
reverse,nu-command,0.74.0
reverse,nu-command,0.74.0
rm,nu-command,0.74.0
roll,nu-command,0.74.0
roll down,nu-command,0.74.0
roll left,nu-command,0.74.0
roll right,nu-command,0.74.0
roll up,nu-command,0.74.0
rolling,nu-command,0.74.0
rotate,nu-command,0.74.0
run-external,nu-command,0.74.0
sample,nu-command,0.74.0
save,nu-command,0.74.0
schema,nu-command,0.74.0
select,nu-command,0.74.0
select,nu-command,0.74.0
seq,nu-command,0.74.0
seq char,nu-command,0.74.0
seq date,nu-command,0.74.0
set,nu-command,0.74.0
set-with-idx,nu-command,0.74.0
sha256,nu-command,0.74.0
shape,nu-command,0.74.0
shells,nu-command,0.74.0
shift,nu-command,0.74.0
shuffle,nu-command,0.74.0
size,nu-command,0.74.0
skip,nu-command,0.74.0
skip until,nu-command,0.74.0
skip while,nu-command,0.74.0
sleep,nu-command,0.74.0
slice,nu-command,0.74.0
sort,nu-command,0.74.0
sort-by,nu-command,0.74.0
sort-by,nu-command,0.74.0
source,nu-command,0.74.0
source-env,nu-command,0.74.0
split,nu-command,0.74.0
split chars,nu-command,0.74.0
split column,nu-command,0.74.0
split list,nu-command,0.74.0
split row,nu-command,0.74.0
split words,nu-command,0.74.0
split-by,nu-command,0.74.0
start,nu-command,0.74.0
std,nu-command,0.74.0
std,nu-command,0.74.0
str,nu-command,0.74.0
str camel-case,nu-command,0.74.0
str capitalize,nu-command,0.74.0
str collect,nu-command,0.74.0
str contains,nu-command,0.74.0
str distance,nu-command,0.74.0
str downcase,nu-command,0.74.0
str ends-with,nu-command,0.74.0
str find-replace,nu-command,0.74.0
str index-of,nu-command,0.74.0
str join,nu-command,0.74.0
str kebab-case,nu-command,0.74.0
str length,nu-command,0.74.0
str lpad,nu-command,0.74.0
str pascal-case,nu-command,0.74.0
str replace,nu-command,0.74.0
str reverse,nu-command,0.74.0
str rpad,nu-command,0.74.0
str screaming-snake-case,nu-command,0.74.0
str snake-case,nu-command,0.74.0
str starts-with,nu-command,0.74.0
str substring,nu-command,0.74.0
str title-case,nu-command,0.74.0
str to-datetime,nu-command,0.74.0
str to-decimal,nu-command,0.74.0
str to-int,nu-command,0.74.0
str trim,nu-command,0.74.0
str upcase,nu-command,0.74.0
str-lengths,nu-command,0.74.0
str-slice,nu-command,0.74.0
strftime,nu-command,0.74.0
sum,nu-command,0.74.0
sum,nu-command,0.74.0
summary,nu-command,0.74.0
sys,nu-command,0.74.0
table,nu-command,0.74.0
take,nu-command,0.74.0
take,nu-command,0.74.0
take until,nu-command,0.74.0
take while,nu-command,0.74.0
term size,nu-command,0.74.0
to,nu-command,0.74.0
to arrow,nu-command,0.74.0
to csv,nu-command,0.74.0
to csv,nu-command,0.74.0
to html,nu-command,0.74.0
to json,nu-command,0.74.0
to md,nu-command,0.74.0
to nuon,nu-command,0.74.0
to parquet,nu-command,0.74.0
to text,nu-command,0.74.0
to toml,nu-command,0.74.0
to tsv,nu-command,0.74.0
to url,nu-command,0.74.0
to xml,nu-command,0.74.0
to yaml,nu-command,0.74.0
to-custom,nu-parser,0.74.0
touch,nu-command,0.74.0
transpose,nu-command,0.74.0
try,nu-command,0.74.0
tutor,nu-command,0.74.0
uniq,nu-command,0.74.0
uniq-by,nu-command,0.74.0
unique,nu-command,0.74.0
update,nu-command,0.74.0
update cells,nu-command,0.74.0
uppercase,nu-command,0.74.0
upsert,nu-command,0.74.0
url,nu-command,0.74.0
url encode,nu-command,0.74.0
url parse,nu-command,0.74.0
use,nu-command,0.74.0
value-counts,nu-command,0.74.0
values,nu-command,0.74.0
var,nu-command,0.74.0
var,nu-command,0.74.0
version,nu-command,0.74.0
view-source,nu-command,0.74.0
watch,nu-command,0.74.0
when,nu-command,0.74.0
where,nu-command,0.74.0
which,nu-command,0.74.0
while,nu-command,0.74.0
window,nu-command,0.74.0
with-column,nu-command,0.74.0
with-column,nu-parser,0.74.0
with-env,nu-command,0.74.0
wrap,nu-command,0.74.0
zip,nu-command,0.74.0
agg,nu-command,0.75.0
agg,nu-parser,0.75.0
agg-groups,nu-command,0.75.0
alias,nu-command,0.75.0
all,nu-command,0.75.0
all-false,nu-command,0.75.0
all-true,nu-command,0.75.0
ansi,nu-command,0.75.0
ansi gradient,nu-command,0.75.0
ansi link,nu-command,0.75.0
ansi strip,nu-command,0.75.0
any,nu-command,0.75.0
append,nu-command,0.75.0
append,nu-command,0.75.0
arg-max,nu-command,0.75.0
arg-min,nu-command,0.75.0
arg-sort,nu-command,0.75.0
arg-true,nu-command,0.75.0
arg-unique,nu-command,0.75.0
arg-where,nu-command,0.75.0
as,nu-command,0.75.0
as-date,nu-command,0.75.0
as-datetime,nu-command,0.75.0
ast,nu-command,0.75.0
benchmark,nu-command,0.75.0
bits,nu-command,0.75.0
bits and,nu-command,0.75.0
bits not,nu-command,0.75.0
bits or,nu-command,0.75.0
bits rol,nu-command,0.75.0
bits ror,nu-command,0.75.0
bits shl,nu-command,0.75.0
bits shr,nu-command,0.75.0
bits xor,nu-command,0.75.0
break,nu-command,0.75.0
bytes,nu-command,0.75.0
bytes add,nu-command,0.75.0
bytes at,nu-command,0.75.0
bytes build,nu-command,0.75.0
bytes collect,nu-command,0.75.0
bytes ends-with,nu-command,0.75.0
bytes index-of,nu-command,0.75.0
bytes length,nu-command,0.75.0
bytes remove,nu-command,0.75.0
bytes replace,nu-command,0.75.0
bytes reverse,nu-command,0.75.0
bytes starts-with,nu-command,0.75.0
cache,nu-command,0.75.0
cal,nu-command,0.75.0
cd,nu-command,0.75.0
char,nu-command,0.75.0
clear,nu-command,0.75.0
col,nu-command,0.75.0
collect,nu-command,0.75.0
collect,nu-command,0.75.0
collect,nu-parser,0.75.0
columns,nu-command,0.75.0
columns,nu-command,0.75.0
commandline,nu-command,0.75.0
compact,nu-command,0.75.0
complete,nu-command,0.75.0
concat-str,nu-command,0.75.0
concatenate,nu-command,0.75.0
config,nu-command,0.75.0
config env,nu-command,0.75.0
config nu,nu-command,0.75.0
config reset,nu-command,0.75.0
const,nu-command,0.75.0
contains,nu-command,0.75.0
continue,nu-command,0.75.0
count,nu-command,0.75.0
count-null,nu-command,0.75.0
cp,nu-command,0.75.0
cumulative,nu-command,0.75.0
date,nu-command,0.75.0
date format,nu-command,0.75.0
date humanize,nu-command,0.75.0
date list-timezone,nu-command,0.75.0
date now,nu-command,0.75.0
date to-record,nu-command,0.75.0
date to-table,nu-command,0.75.0
date to-timezone,nu-command,0.75.0
debug,nu-command,0.75.0
decode,nu-command,0.75.0
decode base64,nu-command,0.75.0
def,nu-command,0.75.0
def-env,nu-command,0.75.0
default,nu-command,0.75.0
describe,nu-command,0.75.0
detect columns,nu-command,0.75.0
df-not,nu-command,0.75.0
do,nu-command,0.75.0
drop,nu-command,0.75.0
drop,nu-command,0.75.0
drop column,nu-command,0.75.0
drop nth,nu-command,0.75.0
drop-duplicates,nu-command,0.75.0
drop-nulls,nu-command,0.75.0
dtypes,nu-command,0.75.0
du,nu-command,0.75.0
dummies,nu-command,0.75.0
each,nu-command,0.75.0
each while,nu-command,0.75.0
echo,nu-command,0.75.0
encode,nu-command,0.75.0
encode base64,nu-command,0.75.0
enter,nu-command,0.75.0
enumerate,nu-command,0.75.0
env,nu-command,0.75.0
error make,nu-command,0.75.0
every,nu-command,0.75.0
exec,nu-command,0.75.0
exit,nu-command,0.75.0
explode,nu-command,0.75.0
explore,nu-command,0.75.0
export,nu-command,0.75.0
export alias,nu-command,0.75.0
export def,nu-command,0.75.0
export def-env,nu-command,0.75.0
export extern,nu-command,0.75.0
export use,nu-command,0.75.0
export-env,nu-command,0.75.0
expr-not,nu-command,0.75.0
extern,nu-command,0.75.0
fetch,nu-command,0.75.0
fill-nan,nu-command,0.75.0
fill-null,nu-command,0.75.0
filter,nu-command,0.75.0
filter,nu-command,0.75.0
filter-with,nu-command,0.75.0
find,nu-command,0.75.0
first,nu-command,0.75.0
first,nu-command,0.75.0
first,nu-command,0.75.0
flatten,nu-command,0.75.0
flatten,nu-command,0.75.0
fmt,nu-command,0.75.0
for,nu-command,0.75.0
format,nu-command,0.75.0
format filesize,nu-command,0.75.0
from,nu-command,0.75.0
from csv,nu-command,0.75.0
from eml,nu-command,0.75.0
from ics,nu-command,0.75.0
from ini,nu-command,0.75.0
from json,nu-command,0.75.0
from nuon,nu-command,0.75.0
from ods,nu-command,0.75.0
from ssv,nu-command,0.75.0
from toml,nu-command,0.75.0
from tsv,nu-command,0.75.0
from url,nu-command,0.75.0
from vcf,nu-command,0.75.0
from xlsx,nu-command,0.75.0
from xml,nu-command,0.75.0
from yaml,nu-command,0.75.0
from yml,nu-command,0.75.0
g,nu-command,0.75.0
get,nu-command,0.75.0
get,nu-command,0.75.0
get-day,nu-command,0.75.0
get-hour,nu-command,0.75.0
get-minute,nu-command,0.75.0
get-month,nu-command,0.75.0
get-nanosecond,nu-command,0.75.0
get-ordinal,nu-command,0.75.0
get-second,nu-command,0.75.0
get-week,nu-command,0.75.0
get-weekday,nu-command,0.75.0
get-year,nu-command,0.75.0
glob,nu-command,0.75.0
grid,nu-command,0.75.0
group,nu-command,0.75.0
group-by,nu-command,0.75.0
group-by,nu-command,0.75.0
group-by,nu-parser,0.75.0
group-by,nu-parser,0.75.0
hash,nu-command,0.75.0
hash base64,nu-command,0.75.0
headers,nu-command,0.75.0
help,nu-command,0.75.0
help aliases,nu-command,0.75.0
help commands,nu-command,0.75.0
help modules,nu-command,0.75.0
help operators,nu-command,0.75.0
hide,nu-command,0.75.0
hide-env,nu-command,0.75.0
histogram,nu-command,0.75.0
history,nu-command,0.75.0
history session,nu-command,0.75.0
http,nu-command,0.75.0
http get,nu-command,0.75.0
http post,nu-command,0.75.0
if,nu-command,0.75.0
if,nu-parser,0.75.0
ignore,nu-command,0.75.0
input,nu-command,0.75.0
insert,nu-command,0.75.0
into,nu-command,0.75.0
into binary,nu-command,0.75.0
into bool,nu-command,0.75.0
into datetime,nu-command,0.75.0
into decimal,nu-command,0.75.0
into df,nu-command,0.75.0
into duration,nu-command,0.75.0
into filesize,nu-command,0.75.0
into int,nu-command,0.75.0
into lazy,nu-command,0.75.0
into nu,nu-command,0.75.0
into nu,nu-command,0.75.0
into record,nu-command,0.75.0
into sqlite,nu-command,0.75.0
into string,nu-command,0.75.0
is-admin,nu-command,0.75.0
is-duplicated,nu-command,0.75.0
is-empty,nu-command,0.75.0
is-in,nu-command,0.75.0
